title,url,state,signatures
Make bus fares cheaper in the UK,https://petition.parliament.uk/petitions/700842,rejected,6
Amend the law to allow universities to review the formation of student societies,https://petition.parliament.uk/petitions/700843,closed,21
Ban social media access for under 16s with mandatory government ID verification,https://petition.parliament.uk/petitions/700845,rejected,7
Create a national badge for parent and child spaces.,https://petition.parliament.uk/petitions/700850,closed,149
Entitlement to bereavement leave after baby loss in first 24 weeks of pregnancy.,https://petition.parliament.uk/petitions/700852,closed,187
Ban the sale of ALL fireworks to the public and keep to organised displays only.,https://petition.parliament.uk/petitions/700853,rejected,6
Prohibit gambling on the timing and/or outcome of elections,https://petition.parliament.uk/petitions/700854,closed,103
Call an immediate referendum for Proportional Representation,https://petition.parliament.uk/petitions/700855,rejected,6
Hold a public inquiry into the work of the Family Courts,https://petition.parliament.uk/petitions/700857,closed,229
Scrap the UCAT admission test for Medicine and Dentistry university applicants.,https://petition.parliament.uk/petitions/700859,rejected,21
Introduce 'Grow Your Own' Laws for Legal Medical Cannabis Patients (CBPM),https://petition.parliament.uk/petitions/700860,closed,13029
"Legislate to ensure any gifts to MPs are taxed
 
",https://petition.parliament.uk/petitions/700865,closed,290
Establishment of Minimum Standards for Student Housing,https://petition.parliament.uk/petitions/700869,closed,102
Legalise cannabis for recreational and medical use.,https://petition.parliament.uk/petitions/700874,rejected,7
Allow to change visa from tier 4 to tier 2.,https://petition.parliament.uk/petitions/700876,rejected,6
Students can do BSL if they dont want to do foreign language for GCSE,https://petition.parliament.uk/petitions/700879,rejected,7
Reduce University tuition fees,https://petition.parliament.uk/petitions/700882,rejected,9
Ban selling fireworks to public. only to be sold to organised event's,https://petition.parliament.uk/petitions/700885,rejected,21
Ban Food Allergy Waivers,https://petition.parliament.uk/petitions/700887,closed,75
Make significant improvements to the slip roads on the A34 in the Newbury area,https://petition.parliament.uk/petitions/700888,rejected,6
Add school holidays for important cultural or religious events for pupils.,https://petition.parliament.uk/petitions/700889,rejected,10
Protect our dogs and cats (plus other animals) for the noise of fireworks,https://petition.parliament.uk/petitions/700890,rejected,21
3 day weekend,https://petition.parliament.uk/petitions/700892,rejected,7
Change fireworks to silent/laser,https://petition.parliament.uk/petitions/700894,rejected,7
Ban fireworks,https://petition.parliament.uk/petitions/700901,rejected,6
Ban all noise fireworks!,https://petition.parliament.uk/petitions/700903,rejected,21
Ban the sale and use of non-silent fireworks.,https://petition.parliament.uk/petitions/700904,rejected,9
Make all fireworks both public sale and commercial noiseless.,https://petition.parliament.uk/petitions/700907,rejected,10
Restrict the sale of all non-silent fireworks to the public.,https://petition.parliament.uk/petitions/700908,rejected,6
Ban fireworks with sound and just have silent,https://petition.parliament.uk/petitions/700909,rejected,8
Ban the sale of fireworks to the general public,https://petition.parliament.uk/petitions/700910,rejected,7
"Stop firework sale to the public and home use, pets and animals are suffering",https://petition.parliament.uk/petitions/700912,rejected,14
Review the role of Physicians Associates (PAs),https://petition.parliament.uk/petitions/700913,closed,185
Ban the noises in fireworks to stop the suffering in animals,https://petition.parliament.uk/petitions/700914,rejected,12
Limit fireworks to one night a year to prevent animal distress and animal death,https://petition.parliament.uk/petitions/700915,rejected,6
Allow use of fireworks on only Bonfire Night (BN) or the Saturday of BN events,https://petition.parliament.uk/petitions/700916,rejected,11
Ban fireworks unless it is a planned public display or introduce silent ones,https://petition.parliament.uk/petitions/700917,rejected,11
Immediately stop all arms exports to Israel & seek ceasefire in Gaza,https://petition.parliament.uk/petitions/700918,closed,67306
BAN FIREWORKS TO THE PUBLIC,https://petition.parliament.uk/petitions/700920,rejected,21
Ban loud fireworks,https://petition.parliament.uk/petitions/700929,rejected,21
Make motorway lessons a mandatory part of UK driving test & lessons,https://petition.parliament.uk/petitions/700930,closed,65
Review Tax Credit Overpayment system,https://petition.parliament.uk/petitions/700931,closed,29
Fund routine Prostate Cancer screening,https://petition.parliament.uk/petitions/700934,closed,437
Ban the use of uncontrolled fireworks,https://petition.parliament.uk/petitions/700935,rejected,10
Make all fireworks silent,https://petition.parliament.uk/petitions/700943,rejected,9
Make it Law for Registered Medical Staff in the NHS to Wear Body Cameras,https://petition.parliament.uk/petitions/700946,closed,86
"Fireworks need to be silent!!!
It isn’t only animals who are frightened",https://petition.parliament.uk/petitions/700947,rejected,9
Ban fireworks for personal use,https://petition.parliament.uk/petitions/700954,rejected,6
National measures to prevent people leaving dog faeces on the streets.,https://petition.parliament.uk/petitions/700979,closed,193
Ban loud fireworks for general sale. General public to only buy silent fireworks,https://petition.parliament.uk/petitions/700980,rejected,9
Give David Tennant a Knightship,https://petition.parliament.uk/petitions/700988,rejected,8
Protect Cats: Make Reporting Cat Accidents a Legal Requirement,https://petition.parliament.uk/petitions/700990,closed,2548
Offer healthcare workers on tier2 visa ILR after 2 years instead of 5 years,https://petition.parliament.uk/petitions/700991,closed,4475
A cafe/coffee shop within the Education Centre within the Houses of Parliament.,https://petition.parliament.uk/petitions/700992,rejected,9
Create dedicated section for UK passport holders at arrival in UK airports,https://petition.parliament.uk/petitions/700993,closed,142
For the UK Government to recognise the State of Palestine,https://petition.parliament.uk/petitions/700999,rejected,10
Introduce plain packaging for vape products. Reduce the appeal for young people.,https://petition.parliament.uk/petitions/701000,rejected,13
Stop the rising costs of university fees,https://petition.parliament.uk/petitions/701002,rejected,7
Increase statutory maternity pay.,https://petition.parliament.uk/petitions/701004,closed,361
Provide Funding for Neurodiversity Diagnostic Assessments in State Schools,https://petition.parliament.uk/petitions/701005,closed,85
Introduce stronger regulation of fireworks.,https://petition.parliament.uk/petitions/701006,rejected,11
for fireworks in public use to silent fireworks licensed displays drone displays,https://petition.parliament.uk/petitions/701007,rejected,8
Introduce a low interest deposit loan to help all first time buyers,https://petition.parliament.uk/petitions/701011,closed,61
Require and fund all serving Police Dogs to have adequate protective equipment.,https://petition.parliament.uk/petitions/701016,closed,185
Ban/Limit the recreational use of fireworks.,https://petition.parliament.uk/petitions/701022,rejected,7
Fund a scheme for 20 Years’ service Medals for PCSOs.,https://petition.parliament.uk/petitions/701023,closed,3461
Implement Restrictions on Loud Fireworks to Protect Animals and Individuals,https://petition.parliament.uk/petitions/701027,rejected,6
Require all delivery riders to have passed their driving test,https://petition.parliament.uk/petitions/701034,closed,148
Ban nepotism in the workplace,https://petition.parliament.uk/petitions/701040,closed,66
Introduce New Safe Haven Law and baby boxes to Save Infants and Support Mothers,https://petition.parliament.uk/petitions/701043,closed,82
Restrict the use of disclaimers by police to relinquish ownership of dogs,https://petition.parliament.uk/petitions/701046,closed,123
Fund free 'I Voted' stickers at polling stations during general elections.,https://petition.parliament.uk/petitions/701048,closed,44
Abolish Non-Crime Hate Incidents,https://petition.parliament.uk/petitions/701051,closed,35002
